client_id,account_id,
49,799188600,
50,4015906272,
50,4543595075,
50,8960679541,
50,6534163745,
51,6156339187,
51,5185442451,
51,665026751,
51,1391897700,
51,5577457719,
51,9658628699,
51,8677774943,
52,3538111472,
52,2261720358,
52,846554893,
52,2832385272,
52,2058693095,
52,8244937262,
52,6508263183,
53,561572520,
53,6840221462,
53,33346270,
53,2978655617,
53,6811975048,
53,7738921363,
53,9572437179,
54,6653699393,
54,3394889318,
54,2045644966,
54,2266586338,
54,7408330845,
54,6216316627,
54,8250843541,
55,6402393774,
55,25762606,
55,4512671582,
55,4708741032,
55,1754308893,
55,1724782685,
55,6726011110,
56,822128135,
56,642436468,
56,9124329020,
56,7986479831,
56,1992777224,
56,4915664814,
56,264095857,
57,2267057254,
57,4277910354,
58,3275257189,
58,6743376113,
58,6677092537,
58,1830078831,
59,8203229522,
59,9987846938,
60,8653336420,
60,2350608357,
60,6385147013,
60,1304411851,
60,578839168,
60,8201605808,
60,5006270568,
61,5840073198,
61,1498828609,
62,1706196950,
62,8130176208,
63,3462885128,
63,8587242371,
63,3902806766,
63,3299538255,
63,3758118046,
63,1532196553,
63,4910906417,
64,5027539859,
64,7466302779,
64,568683281,
64,7739142501,
64,8968592383,
64,420570262,
64,3162568567,
65,7724710130,
65,7383082878,
66,8987848252,
66,8938772134,
66,868398142,
66,6499777292,
66,5799589640,
66,4587184588,
66,1313283747,
67,4238032930,
67,1422566926,
68,6505314292,
68,3884364796,
68,9599009457,
68,1367481057,
68,9482437626,
68,8052801346,
68,2041162165,
69,2588097391,
69,1670948762,
69,511037666,
69,8769747914,
70,1265983749,
70,2687511294,
70,1218186942,
70,312690129,
70,8099695854,
70,9307113143,
70,6127913747,
71,2790502538,
71,4875927489,
71,426275085,
71,6376077786,
71,703647888,
71,5618710275,
71,5470113126,
72,7570225629,
72,7347470470,
73,8728810272,
73,1834379343,
74,3767473978,
74,963640486,
74,3336234389,
74,3259746649,
74,7934406158,
74,5762938423,
74,3053114958,
75,5385331795,
75,9508689417,
75,1558124827,
75,1015091738,
75,6002441648,
75,5325117002,
75,4009125662,
76,1078784207,
76,3034862757,
77,6498497780,
77,7643404209,
77,1802636466,
77,8003608688,
78,3998168536,
78,4353995266,
78,8310701481,
78,2552379760,
78,5043306746,
78,8004586995,
78,6715159817,
79,236763209,
79,2552092407,
79,1977915508,
79,3855145219,
80,8571933245,
80,7262208276,
81,3809194171,
81,14539122,
81,307230262,
81,1526403963,
81,5988394791,
81,5979365359,
81,9875276991,
82,130653303,
82,8572039029,
82,5718331090,
82,2401232223,
82,659293582,
82,7556064805,
82,733430828,
83,8185097615,
83,2155777605,
83,1168600456,
83,1638295908,
83,8887252144,
83,5310672783,
83,2359149347,
84,1556161476,
84,456975181,
84,9791139953,
84,1840293182,
85,1861196280,
85,4331970246,
85,4703595147,
85,6242298661,
86,3286172355,
86,566217385,
86,1937509788,
86,971196785,
86,8523021855,
86,8973622440,
86,5549289588,
87,1964713406,
87,5333549678,
87,2845318236,
87,9946753541,
87,9598349393,
87,8587190699,
87,2722337392,
88,2428154426,
88,5496292666,
88,3279179893,
88,9828143010,
89,6495167395,
89,4149011993,
89,9176532232,
89,6159416224,
90,2889112657,
90,6984051591,
90,8892844282,
90,5547656808,
90,8898696157,
90,6514776988,
90,9352048807,
91,8904195158,
91,974027499,
91,6817224080,
91,4077353464,
92,5997230390,
92,2584559390,
93,4882017214,
93,6022992598,
93,2299676190,
93,6070936942,
94,7500111256,
94,4925047798,
94,1139132462,
94,1194906351,
94,6331746318,
94,5528300128,
94,2498232404,
95,3999777089,
95,9793621885,
95,3442706849,
95,4304585899,
96,2584489906,
96,1030676446,
96,7112155747,
96,8967402463,
97,8620546903,
97,8159558514,
97,7877700106,
97,3135838003,
97,7746906760,
97,3883907165,
97,8138206089,
98,9525917254,
98,4431695079,
98,5675451055,
98,5393610375,
98,1843365823,
98,6109062028,
98,1522882325,
99,5962619811,
99,2609955485,
99,27721201,
99,9415324268,
99,9007109501,
99,9257385517,
99,5354297720,
100,9003006754,
100,1988222610,
100,4480073652,
100,9396153063,
100,2749285893,
100,6494524357,
100,544871928,
101,4477003260,
101,2514923246,
101,1796432131,
101,5801374323,
101,7882533260,
101,5762331797,
101,2118817860,
102,374656574,
102,3293364553,
103,1224339032,
103,7179266246,
103,8430816457,
103,5468170213,
103,3682462176,
103,1661874371,
103,6225074603,
104,7321429671,
104,3107015826,
104,3567089560,
104,604321999,
104,8852871951,
104,1645558162,
104,2836869610,
105,4974891726,
105,7584000699,
105,7674756610,
105,2544092504,
106,6173713420,
106,1340109383,
106,9195060952,
106,2163495423,
107,7529602915,
107,1642448421,
107,2101877453,
107,5338301445,
107,2407184317,
107,1855785042,
107,8126974238,
108,7503193576,
108,1435792489,
108,5594636802,
108,8813806690,
108,8413340671,
108,3306225869,
108,2657142247,
109,1369330563,
109,156152202,
109,8915239131,
109,4723297015,
109,1048749723,
109,577171151,
109,3609538292,
110,8147726877,
110,8169244844,
110,3511049612,
110,7494507251,
111,6360797080,
111,1137597187,
111,1245737583,
111,5444712556,
112,3580819562,
112,3262760251,
113,9285607046,
113,9880098011,
113,8115376099,
113,222127079,
114,7352447338,
114,1269968046,
115,6212392715,
115,6148992716,
115,7746588679,
115,5219335403,
115,3432619033,
115,5054961591,
115,5595927322,
116,4420837597,
116,3030213922,
116,6796513462,
116,9811317821,
117,2366204772,
117,6238319034,
117,2438139688,
117,7226383929,
117,8753052544,
117,3440654296,
117,7782575115,
118,6819357730,
118,8824227483,
118,1182528804,
118,2072269456,
118,1150155424,
118,6753493104,
118,2981214459,
119,4679947723,
119,2320387917,
120,8967605247,
120,4223708607,
120,3108280261,
120,8226004617,
121,9588577727,
121,3658332196,
121,9687980558,
121,9393500566,
121,687534291,
121,4658015581,
121,138146654,
122,3615998000,
122,9274437507,
122,6070690189,
122,5019450317,
122,4684070958,
122,5612269556,
122,9392700144,
123,6422599500,
123,6738148173,
123,9289636078,
123,9046747337,
123,5706877708,
123,9187235128,
123,3697918511,
124,5185722813,
124,6208213205,
124,9136318143,
124,9184102612,
125,7067575476,
125,5036433877,
126,3497124400,
126,4985237751,
127,8867140111,
127,6077900993,
127,4325952441,
127,4554217488,
128,7358038261,
128,4781585854,
128,8132617827,
128,3683639470,
128,7385540908,
128,9670851538,
128,2148442816,
129,65877661,
129,4592601612,
130,9207959583,
130,4493197881,
130,3072598521,
130,9469442466,
130,3266138487,
130,8942092633,
130,5611156657,
131,6253425393,
131,6781239823,
131,161356780,
131,2865033012,
132,8039556217,
132,9142095021,
133,9261836642,
133,2177044140,
133,868568688,
133,7613130988,
133,5464175742,
133,7590592049,
133,6651217471,
134,3636841696,
134,6485870030,
134,9711400591,
134,3400999741,
134,7222999901,
134,2126868617,
134,7107443050,
135,2896584582,
135,3011203127,
135,2881514469,
135,9628306211,
135,2591149052,
135,9003685740,
135,5560320217,
136,9481318728,
136,2335777366,
136,7161168317,
136,5644780858,
136,9371498931,
136,7394568083,
136,7507778325,
137,2215405780,
137,7551204703,
137,5955159897,
137,8318954772,
138,9165074186,
138,1929116626,
138,5631378216,
138,2241044938,
138,198403508,
138,478240506,
138,7827679101,
139,4336547198,
139,7570914310,
140,9302522864,
140,3029183605,
140,8487080282,
140,3879485543,
140,569631372,
140,9836012215,
140,3443340463,
141,5589612608,
141,9456514108,
141,2731219454,
141,8212330109,
142,8986192248,
142,9326182833,
142,6511284387,
142,6831196529,
143,3282155790,
143,4261959518,
143,8694532419,
143,3849206129,
144,4357702926,
144,8333589663,
145,4622157955,
145,7479901615,
145,8197072010,
145,2831014523,
146,9243779950,
146,1399204216,
147,1220646142,
147,8694680183,
147,544852282,
147,6141403326,
147,1374242794,
147,328384744,
147,4305368854,
148,1490260385,
148,6972138581,
148,6923804165,
148,1953954268,
149,8033812709,
149,8197302577,
150,4244137850,
150,9520717225,
150,4548707055,
150,7671695099,
150,2969955007,
150,8775795941,
150,2667904128,
151,2040906068,
151,1290703625,
151,9460711215,
151,5881364295,
151,5498237402,
151,8713878179,
151,1025527300,
152,3293686547,
152,2446822729,
152,3933129163,
152,9021870555,
152,3871712319,
152,4584388496,
152,815197860,
153,907425485,
153,4228895512,
153,1998445733,
153,2009014329,
154,5399789604,
154,5557880033,
154,7160736915,
154,2711608236,
154,1779161997,
154,2312005653,
154,3098762122,
155,6090011316,
155,4834180279,
155,2698592594,
155,6126968725,
155,127154492,
155,3526097821,
155,5848220020,
156,4117345189,
156,6401579612,
157,5802257583,
157,581151126,
157,8591892399,
157,6280994711,
157,315360773,
157,5751050781,
157,7252414916,
158,438735012,
158,3930127189,
158,7832023136,
158,9848316613,
159,2028959593,
159,3146144627,
159,2312860929,
159,6877733892,
159,6988928906,
159,4535762652,
159,6232885366,
160,7526322785,
160,3834666529,
160,3529676195,
160,2946146551,
160,922815369,
160,5074132271,
160,1224012174,
161,6124368301,
161,8465013530,
161,396140622,
161,4139151352,
161,9442180171,
161,6413930803,
161,166015829,
162,5395048723,
162,6834477393,
162,4994594454,
162,8519589873,
163,3896145797,
163,4059338874,
164,852237169,
164,4788624750,
164,8121014003,
164,4256692934,
164,5264015348,
164,2242627172,
164,787064572,
165,2484231014,
165,7391973347,
165,6630041445,
165,3254720589,
165,7497361323,
165,1999169946,
165,6598028529,
166,4922814117,
166,7036019108,
166,4373080213,
166,3407919855,
167,4174231376,
167,9508047658,
167,2797998245,
167,4724128387,
168,2648217197,
168,1408017543,
169,6320582455,
169,1368491162,
169,4572902827,
169,9938882588,
169,712466523,
169,2158196009,
169,1225080541,
170,2913996500,
170,1041875273,
171,4831893174,
171,1716006167,
171,4684563438,
171,9343544605,
171,2095405293,
171,215465344,
171,6482235799,
172,8859134919,
172,8705444631,
172,6340007440,
172,4600894500,
173,2294025022,
173,7060433286,
173,9673864368,
173,8394294350,
174,1274645528,
174,5449505444,
174,4233653992,
174,1108824956,
174,6354136969,
174,4496388351,
174,673079006,
175,8271828814,
175,3977956775,
175,9548148966,
175,8257603427,
175,3138958286,
175,9277661052,
175,7788310039,
176,6764548823,
176,3485414590,
176,7965472676,
176,3318565458,
176,3193577264,
176,9301628280,
176,7592950832,
177,4107570314,
177,7298581095,
178,1140797403,
178,2972193348,
178,3548585281,
178,7762693859,
178,3784990976,
178,2304794217,
178,7695306517,
179,3885112922,
179,3844359667,
179,7319032742,
179,8730244405,
179,7002077089,
179,2509831973,
179,9158349760,
180,9380648181,
180,6916264887,
181,3432179554,
181,8998990372,
182,6527752903,
182,4344174806,
182,2384413935,
182,8434312153,
182,8335225856,
182,4488115730,
182,2201489060,
183,5452849099,
183,5714926472,
183,3529992395,
183,9824280342,
184,931922222,
184,8022304418,
184,6365431447,
184,5224954510,
184,8794766352,
184,2104849384,
184,4821439899,
185,5992929221,
185,369175348,
185,1432278808,
185,4758769703,
185,5293429200,
185,4812815165,
185,6424834252,
186,6401711429,
186,255845645,
186,7125011674,
186,2601687073,
187,1261815001,
187,2550540287,
188,8723479480,
188,2293206956,
188,7860334742,
188,553769606,
188,6476703638,
188,853324983,
188,2595228252,
189,2470596478,
189,3985941315,
189,4678874499,
189,4325749007,
189,6562248766,
189,5269615347,
189,5520808053,
190,1958294737,
190,2806740273,
191,5773237167,
191,1404601227,
191,7897042353,
191,7862822926,
191,3523180313,
191,4420291115,
191,5536806270,
192,1419661241,
192,3255044891,
192,9075353483,
192,3262475851,
192,804196431,
192,4044517635,
192,9368669603,
193,7576934528,
193,1551228889,
193,671335523,
193,2966469026,
194,814398102,
194,8474309857,
194,6456964355,
194,8588054322,
194,8268435765,
194,8149641598,
194,7184500613,
195,7814060053,
195,6591575750,
195,2563576645,
195,8019506199,
195,8815281448,
195,2032861182,
195,8903537997,
196,6205807605,
196,6518030994,
196,3556772030,
196,5623172625,
196,2020708263,
196,728900305,
196,6808288746,
197,8384366919,
197,3872905862,
197,4055341799,
197,2448237201,
197,6421474785,
197,6129524035,
197,883898143,
198,3915529544,
198,2921941084,
198,8273126721,
198,8413737228,
198,4995379766,
198,3563438570,
198,6083553514,
199,3221380947,
199,5045265825,
199,8805937509,
199,8353784441,
199,1832920542,
199,1690402085,
199,708532822,
200,8883997544,
200,9535123317,
200,6976962403,
200,5534307473,
201,1226944129,
201,6760427237,
201,637906602,
201,5571652530,
201,8566764671,
201,2138042075,
201,7037591332,
202,8125949604,
202,5691675777,
203,8112335922,
203,6852182033,
203,9608035827,
203,2497848161,
203,2054223834,
203,1803547457,
203,6810330634,
204,9551582617,
204,7744210851,
204,5588112676,
204,149919846,
204,6117648350,
204,2077316155,
204,1423145503,
205,7367118749,
205,3098347292,
205,7178787182,
205,4028253688,
205,3952347143,
205,1128073435,
205,8253667499,
206,1517051598,
206,154398482,
207,7634512819,
207,2736512144,
208,1075923045,
208,6135642625,
208,3520608804,
208,7322845704,
208,7146822509,
208,4758294964,
208,9229940625,
209,9553458659,
209,9017429976,
209,3254068363,
209,3544556379,
210,4960458318,
210,7215321471,
210,1030692910,
210,8899744848,
210,7673084360,
210,327609046,
210,3325888911,
211,5503043137,
211,9332578322,
211,5118433753,
211,3688525533,
211,9490679180,
211,4188631133,
211,4977123092,
212,5424728274,
212,2170161481,
212,4108045080,
212,4634060744,
213,3801764994,
213,40660973,
213,7450078931,
213,4877642201,
213,7723120112,
213,7574239075,
213,9719585962,
214,1833910002,
214,7049199616,
214,5805289983,
214,1860276721,
214,51578898,
214,7638074935,
214,4874671439,
215,8047518157,
215,9611218127,
215,2659454323,
215,6237397712,
216,8074319158,
216,5964933636,
216,4237442148,
216,6792247922,
216,6720355251,
216,6665051,
216,6065315801,
217,5525592322,
217,6061326781,
217,589467032,
217,7235866084,
218,13527377,
218,8157264573,
219,8770063774,
219,8619636113,
219,7970018365,
219,1444168211,
219,8136608171,
219,8384582381,
219,5753088795,
220,4304409594,
220,8452626567,
220,4526673525,
220,4409483858,
221,1157640068,
221,4781791357,
221,9223045170,
221,4164568754,
221,9787411014,
221,3027936543,
221,7281801398,
222,5764479195,
222,8053683950,
223,1376796548,
223,1965297304,
223,1162683951,
223,3861925099,
223,4064804943,
223,9909574335,
223,4118958070,
224,2350628776,
224,8961746793,
224,8468057762,
224,9055543964,
224,2561938455,
224,4735423572,
224,3647307227,
225,5366309224,
225,3692650448,
225,6971152180,
225,6282070189,
225,8823232130,
225,3469159594,
225,8753242686,
226,9103659322,
226,5024173895,
227,2625399659,
227,1226327777,
227,9334990172,
227,9179140007,
227,3711717506,
227,7798797588,
227,4332882742,
228,9474817546,
228,4685818979,
228,5748357482,
228,8615470871,
229,3941982399,
229,2457436704,
229,7472872279,
229,7179627796,
229,6747554875,
229,2147527699,
229,9879668061,
230,525950594,
230,9168588789,
230,3432416988,
230,9938221650,
230,6447841775,
230,4652896235,
230,7468424181,
231,8155316307,
231,5844004044,
231,5251674452,
231,9369454215,
231,2869675648,
231,3499302975,
231,6380185082,
232,2403186083,
232,8933023369,
232,2351530109,
232,3146137198,
232,892793859,
232,5019961553,
232,9222757302,
233,36476669,
233,5790471849,
233,1397358796,
233,8143659093,
233,9043937507,
233,1552291084,
233,6130835432,
234,5293966138,
234,1253215932,
235,5955166219,
235,2603494478,
235,3007675845,
235,2576623544,
235,4838237223,
235,6268108506,
235,7711304271,
236,1604485677,
236,5262790133,
236,6307900258,
236,2450448709,
236,9941194188,
236,5464175275,
236,3300785782,
237,4975393053,
237,283280424,
237,1667716246,
237,4804619152,
237,6176317543,
237,9921560807,
237,2192295697,
238,539802231,
238,1584271198,
238,1630883469,
238,5016065737,
239,7438507951,
239,5028204460,
240,4326633137,
240,600224003,
240,4777404343,
240,2806625410,
240,5576849137,
240,3799080345,
240,2582573162,
241,4121839534,
241,5027320484,
241,9114804496,
241,9971840652,
241,5607311289,
241,3659970814,
241,1087195568,
242,9390133059,
242,8543292650,
242,6566598426,
242,4794239383,
242,7849241516,
242,3704842202,
242,7144452110,
243,5276618736,
243,1758305731,
244,7700588772,
244,6176940453,
244,9053053995,
244,1601920823,
244,7739934912,
244,3090819765,
244,8825384768,
245,648385159,
245,7333920669,
245,9813599732,
245,9045243923,
245,5392755044,
245,1591240989,
245,9544431251,
246,270412504,
246,6907410080,
246,4895071896,
246,7472250515,
247,6009985803,
247,5906035370,
247,8709432505,
247,5169941082,
247,2295019842,
247,5038354427,
247,602348327,
248,4109275762,
248,6123832547,
248,4463810338,
248,3851728451,
249,5011473749,
249,7048064365,
249,6908837384,
249,2826317502,
250,3241181026,
250,3360176026,
250,2465841512,
250,6717960462,
251,4408502490,
251,7423492101,
252,5804227223,
252,5851883842,
253,8925130468,
253,3332341727,
253,4177861783,
253,2477803987,
253,6650635027,
253,2576272240,
253,2815753333,
254,825443157,
254,4448768599,
254,6601689732,
254,1049218260,
254,4084230362,
254,5510973979,
254,5457154781,
255,224895015,
255,7169908381,
255,3358870725,
255,4774715518,
256,6803873546,
256,9190069817,
257,267264610,
257,2997580898,
257,8173030967,
257,9287589980,
257,8993724984,
257,8009250915,
257,7504051506,
258,3500660103,
258,5083667611,
258,8569407750,
258,9375603507,
258,4416481804,
258,9851756482,
258,5099460974,
259,1567454737,
259,791113359,
260,1332443097,
260,5751714256,
260,1536940484,
260,7475713706,
260,330544858,
260,826653192,
260,5689021430,
261,6278562848,
261,3452564030,
261,942349529,
261,3314596644,
261,5869567125,
261,2858247091,
261,637737742,
262,1093908497,
262,5702595560,
263,8740508409,
263,445154846,
263,9020866719,
263,6313053040,
263,2773938334,
263,5730375984,
263,6799175447,
264,7905085108,
264,4213422776,
265,7832090993,
265,273040338,
266,3236920559,
266,4464531844,
266,7305338148,
266,6792430753,
266,9619084731,
266,5028744894,
266,4049865431,
267,9455422035,
267,4330439777,
267,6500267083,
267,7604402185,
267,1921988708,
267,5782689214,
267,8024706554,
268,6344889589,
268,3149859158,
269,8445674500,
269,9452975673,
269,5046753153,
269,4763305803,
270,3864603006,
270,2005193114,
270,5620553631,
270,2164762018,
271,9378497536,
271,4636697243,
271,8944803275,
271,1528959749,
271,430404376,
271,6156834944,
271,850156764,
272,4721051060,
272,16683594,
272,5689107026,
272,9130788762,
273,1363208571,
273,7739209803,
273,486741379,
273,5875691050,
273,1613060776,
273,8944096499,
273,8744994327,
274,432088669,
274,8678080711,
274,190346689,
274,9879209114,
274,5686413449,
274,1311086092,
274,4448037135,
275,2041519241,
275,5408914736,
275,8887031669,
275,4307480727,
275,9533240429,
275,698195245,
275,5903327536,
276,1052526649,
276,8067385284,
276,5769453146,
276,8365714262,
276,1446197879,
276,7619988114,
276,5794331781,
277,1207494413,
277,5659307753,
277,9216644156,
277,1104637724,
277,1976727841,
277,6447730296,
277,778474018,
278,86251380,
278,4571263594,
278,4564422499,
278,7085083620,
278,7395104596,
278,3299961738,
278,5313485292,
279,6150012318,
279,6411476316,
279,3260014584,
279,872715582,
280,5743301270,
280,8988792911,
280,2937810139,
280,1749781869,
280,7254501473,
280,2417474563,
280,1343121729,
281,2562020395,
281,3911960239,
281,5172996402,
281,1906870112,
281,4872382092,
281,2446473392,
281,9564509128,
282,3863159903,
282,2994919804,
282,9961199226,
282,9432765156,
282,3026980368,
282,744181055,
282,4473603019,
283,4004929488,
283,2783631302,
283,5102332193,
283,461573471,
283,7148994883,
283,8947109197,
283,5410669372,
284,3585007059,
284,2012985537,
285,6155967127,
285,8422735905,
285,9541087936,
285,6489927075,
286,9151817334,
286,1009483043,
287,7227951716,
287,1538302188,
288,8356833499,
288,2064169340,
288,486934210,
288,5172850121,
288,4293460221,
288,445337741,
288,838027768,
289,2248717437,
289,376724495,
290,8480050564,
290,4204185167,
290,300815762,
290,8718515990,
290,7573268480,
290,9958050575,
290,8311840357,
291,7797425766,
291,7145262834,
292,6321560452,
292,964226904,
292,151970486,
292,1386801348,
292,7219174047,
292,2645692846,
292,9480835161,
293,9620686680,
293,3826795727,
293,7937917609,
293,7834027132,
293,5225662186,
293,3743560453,
293,1776829912,
294,6316931980,
294,3426609302,
294,4196292485,
294,7508313997,
294,6786390467,
294,5046677426,
294,7665277514,
295,3711017685,
295,8459501061,
295,582717708,
295,7689962249,
295,2762694319,
295,5053538999,
295,6377408382,
296,8379629650,
296,6377722027,
296,2084733860,
296,852830669,
296,6362402354,
296,4268002116,
296,4839307489,
297,9939335199,
297,7044608957,
297,5800799124,
297,3411478558,
297,7474613980,
297,5260635412,
297,8881222793,
298,7645900198,
298,9672385397,
298,7977294927,
298,2828131246,
298,6615382865,
298,2042130994,
298,4789436997,
299,2252743283,
299,1773265181,
299,2499203242,
299,5622928657,
300,8750584081,
300,889096335,
300,4850589376,
300,7116746187,
300,1083806619,
300,7023162176,
300,7016963971,
301,3244691308,
301,6648669738,
301,3825506456,
301,1144157295,
302,1995805675,
302,3173291888,
302,3375998526,
302,822669024,
302,336186837,
302,6928641335,
302,8505166011,
303,5256639835,
303,6246120714,
303,5637735379,
303,6106138674,
303,144148532,
303,2790083909,
303,5798480765,
304,4952248063,
304,2777193404,
305,5408417237,
305,897254603,
305,3724007662,
305,4957552805,
305,3186698068,
305,6314111367,
305,1388172926,
306,4331853125,
306,8746213790,
306,8617561409,
306,5087590800,
306,7544673935,
306,9819086477,
306,8166392165,
307,4092935105,
307,7239180502,
307,2002482587,
307,3112884770,
307,3981260199,
307,6032005546,
307,5179099063,
308,5868277189,
308,2752671696,
308,5020435831,
308,6641810024,
308,3109776919,
308,2264729898,
308,3844336299,
309,2295065694,
309,5811105590,
309,544228479,
309,6666902743,
310,8386786616,
310,6145220289,
310,2020824487,
310,7920281595,
310,6115757778,
310,8465703037,
310,149017192,
311,8985185343,
311,5909936132,
311,5936713526,
311,804673744,
312,4643259000,
312,5813296620,
312,4037018968,
312,3792189465,
313,914847590,
313,809625447,
313,5395605156,
313,7039738145,
313,8764936238,
313,7459299368,
313,7656746582,
314,4957540351,
314,918178079,
314,5232268182,
314,7134871762,
314,3759003567,
314,747047182,
314,5242230374,
315,8876576612,
315,237682274,
316,7837548824,
316,9093631380,
316,9630883739,
316,3442075999,
317,217239763,
317,229007460,
317,4647388553,
317,648937549,
317,251879181,
317,5129412985,
317,757587762,
318,7468481487,
318,7444122993,
318,3432730035,
318,1691652384,
318,3898972734,
318,3790320606,
318,9771467563,
319,5350575484,
319,6009565131,
319,4672757647,
319,182554113,
319,1862303603,
319,2173103945,
319,3108793806,
320,9262210763,
320,1547109628,
321,2724243020,
321,6298761733,
321,4572993923,
321,3080648876,
321,3023037899,
321,4939108392,
321,4055431970,
322,8062985244,
322,5701484675,
322,9579837699,
322,846741040,
322,9835154318,
322,9208494421,
322,3656038300,
323,4622747128,
323,2986696745,
323,4167791718,
323,2133070589,
323,9975059059,
323,6867808693,
323,7217633796,
324,2052847675,
324,9282040297,
324,8740272572,
324,747448835,
324,1701080414,
324,5174329652,
324,3553120499,
325,556697153,
325,8789318813,
325,5607688477,
325,34725151,
326,1043391543,
326,1781823044,
326,7570613743,
326,1125567105,
326,2318934240,
326,2612483529,
326,8950910537,
327,7034893039,
327,5550354567,
327,7750136239,
327,9705974722,
327,2766513361,
327,7111052072,
327,166274508,
328,7108762206,
328,5762423612,
329,3549895554,
329,2654356017,
329,1509536110,
329,6607787314,
329,3206452805,
329,6176860709,
329,3613219601,
330,1411365155,
330,6082137562,
330,1541722856,
